,State,Crop,Season,District ,Area ,Production,Yield,Profit,Rainfall
5684,bihar,wheat,rabi       ,nalanda,82166.34783,182380.4783,2.22,nan,nan
5685,bihar,wheat,rabi       ,nawada,47772.08696,101998.2609,2.125217391,nan,nan
5686,bihar,wheat,rabi       ,pakur,1559.0,2707.0,1.735,nan,nan
5687,bihar,wheat,rabi       ,palamu,12957.0,17405.5,1.345,nan,nan
5688,bihar,wheat,rabi       ,pashchim champaran,76000.26087,179387.4783,2.363913043,nan,nan
5689,bihar,wheat,rabi       ,patna,61814.95652,169201.7826,2.726956522,nan,nan
5690,bihar,wheat,rabi       ,purbi champaran,108615.7391,223744.0,2.053913043,nan,nan
5691,bihar,wheat,rabi       ,purnia,42424.78261,77229.73913,1.95173913,nan,nan
5692,bihar,wheat,rabi       ,ranchi,3799.0,7704.5,2.025,nan,nan
5693,bihar,wheat,rabi       ,rohtas,132292.5217,344458.3913,2.582173913,nan,nan
5694,bihar,wheat,rabi       ,saharsa,46758.52174,99643.04348,2.112173913,nan,nan
5695,bihar,wheat,rabi       ,sahebganj,2510.5,5058.5,2.015,nan,nan
5696,bihar,wheat,rabi       ,samastipur,54707.34783,143677.9565,2.601304348,nan,nan
5697,bihar,wheat,rabi       ,saran,88204.52174,222097.0435,2.531304348,nan,nan
5698,bihar,wheat,rabi       ,sheikhpura,20599.21739,44118.91304,2.121304348,nan,nan
5699,bihar,wheat,rabi       ,sheohar,13087.86957,28171.26087,2.155652174,nan,nan
5700,bihar,wheat,rabi       ,sitamarhi,70531.56522,160876.3478,2.178695652,nan,nan
5701,bihar,wheat,rabi       ,siwan,93271.91304,221948.0435,2.380434783,nan,nan
5702,bihar,wheat,rabi       ,supaul,53043.34783,95570.73913,1.803043478,nan,nan
5703,bihar,wheat,rabi       ,vaishali,44030.65217,111714.6087,2.52826087,nan,nan
5704,bihar,wheat,rabi       ,west singhbhum,368.0,617.0,1.68,nan,nan
5705,chandigarh,arhar/tur,kharif     ,chandigarh,36.0,44.0,0.666666667,nan,nan
5706,chandigarh,gram,rabi       ,chandigarh,2.333333333,2.333333333,1.0,nan,nan
5707,chandigarh,maize,kharif     ,chandigarh,93.05263158,237.2631579,2.273684211,nan,nan
5708,chandigarh,masoor,rabi       ,chandigarh,6.25,8.25,1.4375,nan,nan
5709,chandigarh,moong(green gram),kharif     ,chandigarh,2.333333333,2.333333333,1.0,nan,nan
5710,chandigarh,onion,whole year ,chandigarh,6.611111111,124.1111111,20.25944444,nan,nan
5711,chandigarh,potato,whole year ,chandigarh,35.16666667,810.9444444,19.70222222,nan,nan
5712,chandigarh,rapeseed &mustard,rabi       ,chandigarh,80.0,104.2,1.388,nan,nan
5713,chandigarh,rice,kharif     ,chandigarh,48.09090909,225.4545455,4.934090909,nan,nan
5714,chandigarh,sunflower,rabi       ,chandigarh,5.0,14.0,2.8,nan,nan
5715,chandigarh,urad,kharif     ,chandigarh,11.4,10.2,0.886,nan,nan
5716,chandigarh,wheat,rabi       ,chandigarh,625.8181818,2852.181818,4.563181818,nan,nan
5717,chhattisgarh,arhar/tur,kharif     ,balod,458.5555556,222.4444444,0.492222222,nan,nan
5718,chhattisgarh,arhar/tur,kharif     ,baloda bazar,1060.777778,374.5555556,0.342222222,nan,nan
5719,chhattisgarh,arhar/tur,kharif     ,balrampur,8124.777778,4657.222222,0.574444444,nan,nan
5720,chhattisgarh,arhar/tur,kharif     ,bastar,723.7,428.2,0.5985,nan,nan
5721,chhattisgarh,arhar/tur,kharif     ,bemetara,3581.444444,1798.777778,0.512222222,nan,nan
5722,chhattisgarh,arhar/tur,kharif     ,bijapur,7.214285714,4.461538462,0.599285714,nan,nan
5723,chhattisgarh,arhar/tur,kharif     ,bilaspur,3125.75,1663.8,0.5325,nan,nan
5724,chhattisgarh,arhar/tur,kharif     ,dantewada,649.9,338.75,0.566,nan,nan
5725,chhattisgarh,arhar/tur,kharif     ,dhamtari,218.0,74.6,0.3585,nan,nan
5726,chhattisgarh,arhar/tur,kharif     ,durg,3506.85,1613.4,0.493,nan,nan
5727,chhattisgarh,arhar/tur,kharif     ,gariyaband,503.5555556,184.8888889,0.356666667,nan,nan
5728,chhattisgarh,arhar/tur,kharif     ,gaurella-pendra-marwahi,330.0,179.0,0.54,nan,nan
5729,chhattisgarh,arhar/tur,kharif     ,janjgir-champa,1047.05,580.7,0.5565,nan,nan
5730,chhattisgarh,arhar/tur,kharif     ,jashpur,4207.2,2254.25,0.535,nan,nan
5731,chhattisgarh,arhar/tur,kharif     ,kabirdham,5192.7,2335.45,0.4525,nan,nan
5732,chhattisgarh,arhar/tur,kharif     ,kanker,559.15,297.6,0.529,nan,nan
5733,chhattisgarh,arhar/tur,kharif     ,kondagaon,147.5555556,82.0,0.564444444,nan,nan
5734,chhattisgarh,arhar/tur,kharif     ,korba,1220.7,590.05,0.4825,nan,nan
5735,chhattisgarh,arhar/tur,kharif     ,korea,3490.35,1735.15,0.495,nan,nan
5736,chhattisgarh,arhar/tur,kharif     ,mahasamund,735.8,246.7,0.3365,nan,nan
5737,chhattisgarh,arhar/tur,kharif     ,mungeli,1725.777778,934.4444444,0.53,nan,nan
5738,chhattisgarh,arhar/tur,kharif     ,narayanpur,88.92857143,51.15384615,0.57,nan,nan
5739,chhattisgarh,arhar/tur,kharif     ,raigarh,2201.9,1218.05,0.5465,nan,nan
5740,chhattisgarh,arhar/tur,kharif     ,raipur,1828.4,590.55,0.348,nan,nan
5741,chhattisgarh,arhar/tur,kharif     ,rajnandgaon,5896.7,2915.45,0.4915,nan,nan
5742,chhattisgarh,arhar/tur,kharif     ,sukma,377.4444444,205.6666667,0.553333333,nan,nan
5743,chhattisgarh,arhar/tur,kharif     ,surajpur,3947.555556,2171.888889,0.555555556,nan,nan
5744,chhattisgarh,arhar/tur,kharif     ,surguja,10079.25,5425.35,0.5525,nan,nan
5745,chhattisgarh,bajra,kharif     ,baloda bazar,7.0,5.0,0.71,nan,nan
5746,chhattisgarh,bajra,kharif     ,balrampur,48.0,24.0,0.5,nan,nan
5747,chhattisgarh,bajra,kharif     ,bemetara,2.0,2.0,1.0,nan,nan
5748,chhattisgarh,bajra,kharif     ,bijapur,1.0,nan,0.0,nan,nan
5749,chhattisgarh,bajra,kharif     ,bilaspur,14.44444444,6.125,0.372222222,nan,nan
5750,chhattisgarh,bajra,kharif     ,durg,9.75,3.75,0.545,nan,nan
5751,chhattisgarh,bajra,kharif     ,gariyaband,6.0,5.0,0.83,nan,nan
5752,chhattisgarh,bajra,kharif     ,gaurella-pendra-marwahi,6.0,3.0,0.5,nan,nan
5753,chhattisgarh,bajra,kharif     ,jashpur,21.05263158,8.105263158,0.386842105,nan,nan
5754,chhattisgarh,bajra,kharif     ,kabirdham,12.2,9.3,0.763,nan,nan
5755,chhattisgarh,bajra,kharif     ,korba,10.11111111,4.470588235,0.457777778,nan,nan
5756,chhattisgarh,bajra,kharif     ,korea,13.0,5.0,0.38,nan,nan
5757,chhattisgarh,bajra,kharif     ,mahasamund,7.333333333,9.5,0.483333333,nan,nan
5758,chhattisgarh,bajra,kharif     ,mungeli,1.0,1.0,1.0,nan,nan
5759,chhattisgarh,bajra,kharif     ,raigarh,35.68421053,13.84210526,0.385263158,nan,nan
5760,chhattisgarh,bajra,kharif     ,raipur,5.5,5.2,0.581666667,nan,nan
5761,chhattisgarh,bajra,kharif     ,rajnandgaon,3.0,2.888888889,0.926666667,nan,nan
5762,chhattisgarh,bajra,kharif     ,surguja,2.0,1.666666667,0.5,nan,nan
5763,chhattisgarh,bajra,whole year ,balod,17.55555556,355.75,17.40111111,nan,nan
5764,chhattisgarh,bajra,whole year ,baloda bazar,10.5,361.3333333,23.5575,nan,nan
5765,chhattisgarh,bajra,whole year ,balrampur,16.28571429,252.0,18.70571429,nan,nan
5766,chhattisgarh,bajra,whole year ,bastar,64.9,2504.3,40.1215,nan,nan
5767,chhattisgarh,bajra,whole year ,bemetara,280.6666667,7370.888889,26.24,nan,nan
5768,chhattisgarh,bajra,whole year ,bijapur,4.357142857,146.5384615,31.21714286,nan,nan
5769,chhattisgarh,bajra,whole year ,bilaspur,6.083333333,171.9090909,32.005,nan,nan
5770,chhattisgarh,bajra,whole year ,dantewada,58.5,2105.35,34.755,nan,nan
5771,chhattisgarh,bajra,whole year ,dhamtari,26.65,1091.55,42.939,nan,nan
5772,chhattisgarh,bajra,whole year ,durg,83.2,2261.75,27.6365,nan,nan
5773,chhattisgarh,bajra,whole year ,gariyaband,13.71428571,463.4,24.25428571,nan,nan
5774,chhattisgarh,bajra,whole year ,gaurella-pendra-marwahi,1.0,nan,0.0,nan,nan
5775,chhattisgarh,bajra,whole year ,janjgir-champa,10.0,297.2666667,33.59266667,nan,nan
5776,chhattisgarh,bajra,whole year ,jashpur,21.61904762,564.8571429,27.14809524,nan,nan
5777,chhattisgarh,bajra,whole year ,kabirdham,64.35714286,1516.416667,26.60857143,nan,nan
5778,chhattisgarh,bajra,whole year ,kanker,12.3,452.3,37.791,nan,nan
5779,chhattisgarh,bajra,whole year ,kondagaon,27.55555556,698.7777778,25.88777778,nan,nan
5780,chhattisgarh,bajra,whole year ,korba,3.625,104.5333333,29.281875,nan,nan
5781,chhattisgarh,bajra,whole year ,korea,2.0,62.66666667,31.11,nan,nan
5782,chhattisgarh,bajra,whole year ,mahasamund,12.35714286,384.8333333,34.69857143,nan,nan
5783,chhattisgarh,bajra,whole year ,mungeli,13.11111111,351.4285714,20.55666667,nan,nan
5784,chhattisgarh,bajra,whole year ,narayanpur,5.214285714,158.9230769,30.53928571,nan,nan
5785,chhattisgarh,bajra,whole year ,raigarh,58.19047619,1458.666667,25.82142857,nan,nan
5786,chhattisgarh,bajra,whole year ,raipur,71.3,2132.6,38.0685,nan,nan
5787,chhattisgarh,bajra,whole year ,rajnandgaon,48.2,1375.65,37.012,nan,nan
5788,chhattisgarh,bajra,whole year ,sukma,120.6666667,3020.666667,26.36222222,nan,nan
5789,chhattisgarh,bajra,whole year ,surajpur,3.0,39.0,9.75,nan,nan
5790,chhattisgarh,bajra,whole year ,surguja,14.5,387.4736842,25.171,nan,nan
5791,chhattisgarh,barley,rabi       ,balod,3.0,3.0,1.0,nan,nan
5792,chhattisgarh,barley,rabi       ,baloda bazar,1.0,1.0,1.0,nan,nan
5793,chhattisgarh,barley,rabi       ,balrampur,1193.625,941.125,0.79125,nan,nan
5794,chhattisgarh,barley,rabi       ,bemetara,80.16666667,44.0,0.601666667,nan,nan
5795,chhattisgarh,barley,rabi       ,bilaspur,6.055555556,4.888888889,0.863888889,nan,nan
5796,chhattisgarh,barley,rabi       ,durg,32.125,23.6875,0.880625,nan,nan
5797,chhattisgarh,barley,rabi       ,jashpur,17.625,15.375,0.8625,nan,nan
5798,chhattisgarh,barley,rabi       ,korba,200.9,157.5,0.7795,nan,nan
5799,chhattisgarh,barley,rabi       ,korea,239.7,179.65,0.7095,nan,nan
5800,chhattisgarh,barley,rabi       ,mahasamund,1.0,1.0,1.0,nan,nan
5801,chhattisgarh,barley,rabi       ,raipur,2.0,2.0,1.0,nan,nan
5802,chhattisgarh,barley,rabi       ,rajnandgaon,10.78947368,12.72222222,1.027368421,nan,nan
5803,chhattisgarh,barley,rabi       ,sukma,344.0,285.0,0.83,nan,nan
5804,chhattisgarh,barley,rabi       ,surajpur,541.2222222,480.7777778,0.885555556,nan,nan
5805,chhattisgarh,barley,rabi       ,surguja,1717.7,1502.75,0.8275,nan,nan
5806,chhattisgarh,castor seed,kharif     ,baloda bazar,3.0,1.0,0.33,nan,nan
5807,chhattisgarh,castor seed,kharif     ,balrampur,7.0,3.0,0.43,nan,nan
5808,chhattisgarh,castor seed,kharif     ,bastar,6.066666667,2.0,0.33,nan,nan
5809,chhattisgarh,castor seed,kharif     ,bemetara,47.0,15.0,0.32,nan,nan
5810,chhattisgarh,castor seed,kharif     ,bilaspur,34.54545455,13.0,0.230909091,nan,nan
5811,chhattisgarh,castor seed,kharif     ,dantewada,6.333333333,6.0,0.116666667,nan,nan
5812,chhattisgarh,castor seed,kharif     ,dhamtari,4.625,1.714285714,0.32,nan,nan
5813,chhattisgarh,castor seed,kharif     ,durg,19.16666667,7.333333333,0.373333333,nan,nan
5814,chhattisgarh,castor seed,kharif     ,gariyaband,3.0,2.0,0.67,nan,nan
5815,chhattisgarh,castor seed,kharif     ,janjgir-champa,20.58823529,6.25,0.278235294,nan,nan
5816,chhattisgarh,castor seed,kharif     ,kabirdham,12.0,5.0,0.264,nan,nan
5817,chhattisgarh,castor seed,kharif     ,kanker,6.0,2.0,0.33,nan,nan
5818,chhattisgarh,castor seed,kharif     ,kondagaon,1.0,nan,0.0,nan,nan
5819,chhattisgarh,castor seed,kharif     ,mahasamund,1.0,nan,0.0,nan,nan
5820,chhattisgarh,castor seed,kharif     ,mungeli,4.666666667,1.333333333,0.283333333,nan,nan
5821,chhattisgarh,castor seed,kharif     ,raigarh,1.333333333,1.0,0.666666667,nan,nan
5822,chhattisgarh,castor seed,kharif     ,raipur,20.81818182,6.090909091,0.293636364,nan,nan
5823,chhattisgarh,castor seed,kharif     ,rajnandgaon,2.5,1.5,0.1925,nan,nan
5824,chhattisgarh,castor seed,kharif     ,surguja,1.333333333,10.0,1.666666667,nan,nan
5825,chhattisgarh,castor seed,rabi       ,bastar,2.5,1.0,0.415,nan,nan
5826,chhattisgarh,castor seed,rabi       ,dhamtari,3.0,1.0,0.375,nan,nan
5827,chhattisgarh,castor seed,rabi       ,gariyaband,3.0,1.0,0.33,nan,nan
5828,chhattisgarh,castor seed,rabi       ,janjgir-champa,33.0,10.66666667,0.32,nan,nan
5829,chhattisgarh,castor seed,rabi       ,kabirdham,5.666666667,1.666666667,0.303333333,nan,nan
5830,chhattisgarh,castor seed,rabi       ,kondagaon,1.0,nan,0.0,nan,nan
5831,chhattisgarh,castor seed,rabi       ,mungeli,4.0,1.333333333,0.333333333,nan,nan
5832,chhattisgarh,coconut ,kharif     ,bastar,51.0,nan,0.0,nan,nan
5833,chhattisgarh,coconut ,kharif     ,bijapur,21.0,nan,0.0,nan,nan
5834,chhattisgarh,coconut ,kharif     ,dantewada,4.0,nan,0.0,nan,nan
5835,chhattisgarh,coconut ,kharif     ,raipur,1.0,nan,0.0,nan,nan
5836,chhattisgarh,coconut ,whole year ,bastar,6.75,nan,0.0,nan,nan
5837,chhattisgarh,coconut ,whole year ,bijapur,21.0,nan,0.0,nan,nan
5838,chhattisgarh,coconut ,whole year ,dantewada,1.0,nan,0.0,nan,nan
5839,chhattisgarh,coconut ,whole year ,kondagaon,40.6,nan,0.0,nan,nan
5840,chhattisgarh,coconut ,whole year ,raipur,1.0,nan,0.0,nan,nan
5841,chhattisgarh,coconut ,whole year ,sukma,1.6,nan,0.0,nan,nan
5842,chhattisgarh,coriander,rabi       ,balrampur,17.0,9.0,0.53,nan,nan
5843,chhattisgarh,coriander,whole year ,balod,184.0,49.33333333,0.272222222,nan,nan
5844,chhattisgarh,coriander,whole year ,baloda bazar,92.0,38.88888889,0.407777778,nan,nan
5845,chhattisgarh,coriander,whole year ,balrampur,240.3333333,48.33333333,0.201111111,nan,nan
5846,chhattisgarh,coriander,whole year ,bastar,29.2,7.45,0.252,nan,nan
5847,chhattisgarh,coriander,whole year ,bemetara,164.8888889,44.11111111,0.267777778,nan,nan
5848,chhattisgarh,coriander,whole year ,bijapur,2.6,1.5,0.083,nan,nan
5849,chhattisgarh,coriander,whole year ,bilaspur,348.0,90.1,0.2635,nan,nan
5850,chhattisgarh,coriander,whole year ,dantewada,6.631578947,2.764705882,0.431052632,nan,nan
5851,chhattisgarh,coriander,whole year ,dhamtari,225.75,90.75,0.4035,nan,nan
5852,chhattisgarh,coriander,whole year ,durg,619.55,163.25,0.2865,nan,nan
5853,chhattisgarh,coriander,whole year ,gariyaband,55.66666667,25.44444444,0.458888889,nan,nan
5854,chhattisgarh,coriander,whole year ,gaurella-pendra-marwahi,4.0,1.0,0.25,nan,nan
5855,chhattisgarh,coriander,whole year ,janjgir-champa,45.78947368,13.44444444,0.263157895,nan,nan
5856,chhattisgarh,coriander,whole year ,jashpur,34.65,7.25,0.21,nan,nan
5857,chhattisgarh,coriander,whole year ,kabirdham,83.05263158,18.94736842,0.236315789,nan,nan
5858,chhattisgarh,coriander,whole year ,kanker,83.7,19.5,0.233,nan,nan
5859,chhattisgarh,coriander,whole year ,kondagaon,20.88888889,4.888888889,0.236666667,nan,nan
5860,chhattisgarh,coriander,whole year ,korba,18.0,4.625,0.274375,nan,nan
5861,chhattisgarh,coriander,whole year ,korea,45.7,8.9,0.1955,nan,nan
5862,chhattisgarh,coriander,whole year ,mahasamund,76.3,30.1,0.3955,nan,nan
5863,chhattisgarh,coriander,whole year ,mungeli,184.8888889,52.11111111,0.282222222,nan,nan
5864,chhattisgarh,coriander,whole year ,narayanpur,4.071428571,2.5,0.4,nan,nan
5865,chhattisgarh,coriander,whole year ,raigarh,137.0,28.70588235,0.218235294,nan,nan
5866,chhattisgarh,coriander,whole year ,raipur,283.95,112.2,0.412,nan,nan
5867,chhattisgarh,coriander,whole year ,rajnandgaon,111.9,26.6,0.247,nan,nan
5868,chhattisgarh,coriander,whole year ,sukma,5.5,1.166666667,0.215,nan,nan
5869,chhattisgarh,coriander,whole year ,surajpur,215.8888889,47.0,0.216666667,nan,nan
5870,chhattisgarh,coriander,whole year ,surguja,355.55,76.9,0.2165,nan,nan
5871,chhattisgarh,cotton(lint),kharif     ,balrampur,6.0,3.5,0.585,nan,nan
5872,chhattisgarh,cotton(lint),kharif     ,bastar,18.6,14.4,0.706,nan,nan
5873,chhattisgarh,cotton(lint),kharif     ,bemetara,45.0,40.0,0.89,nan,nan
5874,chhattisgarh,cotton(lint),kharif     ,bilaspur,13.0,nan,0.0,nan,nan
5875,chhattisgarh,cotton(lint),kharif     ,dantewada,23.0,13.25,0.775,nan,nan
5876,chhattisgarh,cotton(lint),kharif     ,durg,96.77777778,147.6666667,1.507777778,nan,nan
5877,chhattisgarh,cotton(lint),kharif     ,kabirdham,1.5,5.0,1.25,nan,nan
5878,chhattisgarh,cotton(lint),kharif     ,kanker,44.0,3.0,0.07,nan,nan
5879,chhattisgarh,cotton(lint),kharif     ,kondagaon,2.0,1.0,0.5,nan,nan
5880,chhattisgarh,cotton(lint),kharif     ,korea,5.0,nan,0.0,nan,nan
5881,chhattisgarh,cotton(lint),kharif     ,raipur,28.83333333,56.66666667,1.905,nan,nan
5882,chhattisgarh,cotton(lint),kharif     ,rajnandgaon,7.6,26.25,1.896,nan,nan
5883,chhattisgarh,cotton(lint),kharif     ,surguja,4.25,5.125,1.145,nan,nan
5884,chhattisgarh,cotton(lint),whole year ,balod,12.0,32.0,0.76,nan,nan
5885,chhattisgarh,cotton(lint),whole year ,baloda bazar,51.5,96.0,2.085,nan,nan
5886,chhattisgarh,cotton(lint),whole year ,balrampur,6.0,1.0,0.17,nan,nan
5887,chhattisgarh,cotton(lint),whole year ,bastar,2.0,nan,0.0,nan,nan
5888,chhattisgarh,cotton(lint),whole year ,bemetara,383.1428571,550.8571429,1.361428571,nan,nan
5889,chhattisgarh,cotton(lint),whole year ,durg,150.75,267.2857143,1.37625,nan,nan
5890,chhattisgarh,cotton(lint),whole year ,gariyaband,1.0,3.0,3.0,nan,nan
5891,chhattisgarh,cotton(lint),whole year ,kabirdham,2.0,5.0,2.5,nan,nan
5892,chhattisgarh,cotton(lint),whole year ,raipur,37.0,97.8,1.89,nan,nan
5893,chhattisgarh,cotton(lint),whole year ,rajnandgaon,121.8,382.6,3.034,nan,nan
5894,chhattisgarh,dry chillies,whole year ,balod,17.71428571,16.0,0.862857143,nan,nan
5895,chhattisgarh,dry chillies,whole year ,baloda bazar,353.8888889,247.5555556,0.698888889,nan,nan
5896,chhattisgarh,dry chillies,whole year ,balrampur,370.4444444,221.4444444,0.61,nan,nan
5897,chhattisgarh,dry chillies,whole year ,bastar,470.65,231.95,0.5185,nan,nan
5898,chhattisgarh,dry chillies,whole year ,bemetara,114.5555556,76.77777778,0.773333333,nan,nan
5899,chhattisgarh,dry chillies,whole year ,bijapur,47.42857143,20.76923077,0.402857143,nan,nan
5900,chhattisgarh,dry chillies,whole year ,bilaspur,557.4,281.7,0.5205,nan,nan
5901,chhattisgarh,dry chillies,whole year ,dantewada,151.0,59.9,0.4255,nan,nan
5902,chhattisgarh,dry chillies,whole year ,dhamtari,227.35,150.15,0.6505,nan,nan
5903,chhattisgarh,dry chillies,whole year ,durg,125.35,86.45,0.7295,nan,nan
5904,chhattisgarh,dry chillies,whole year ,gariyaband,112.5555556,88.66666667,0.725555556,nan,nan
5905,chhattisgarh,dry chillies,whole year ,gaurella-pendra-marwahi,25.0,15.0,0.6,nan,nan
5906,chhattisgarh,dry chillies,whole year ,janjgir-champa,399.1,228.55,0.581,nan,nan
5907,chhattisgarh,dry chillies,whole year ,jashpur,277.85,177.55,0.6225,nan,nan
5908,chhattisgarh,dry chillies,whole year ,kabirdham,222.3,147.05,0.729,nan,nan
5909,chhattisgarh,dry chillies,whole year ,kanker,177.15,80.85,0.468,nan,nan
5910,chhattisgarh,dry chillies,whole year ,kondagaon,182.2222222,101.4444444,0.586666667,nan,nan
5911,chhattisgarh,dry chillies,whole year ,korba,183.6,84.35,0.4695,nan,nan
5912,chhattisgarh,dry chillies,whole year ,korea,110.65,53.85,0.4825,nan,nan
5913,chhattisgarh,dry chillies,whole year ,mahasamund,316.05,197.95,0.6215,nan,nan
5914,chhattisgarh,dry chillies,whole year ,mungeli,199.6666667,155.1111111,0.8,nan,nan
5915,chhattisgarh,dry chillies,whole year ,narayanpur,15.14285714,21.46153846,1.001428571,nan,nan
5916,chhattisgarh,dry chillies,whole year ,raigarh,557.35,334.25,0.599,nan,nan
5917,chhattisgarh,dry chillies,whole year ,raipur,657.2,412.55,0.6395,nan,nan
5918,chhattisgarh,dry chillies,whole year ,rajnandgaon,448.45,314.3157895,0.6665,nan,nan
5919,chhattisgarh,dry chillies,whole year ,sukma,80.11111111,43.55555556,0.572222222,nan,nan
5920,chhattisgarh,dry chillies,whole year ,surajpur,513.6666667,369.4444444,0.724444444,nan,nan
5921,chhattisgarh,dry chillies,whole year ,surguja,559.05,292.1,0.543,nan,nan
5922,chhattisgarh,garlic,rabi       ,balrampur,41.0,240.0,5.85,nan,nan
5923,chhattisgarh,garlic,whole year ,baloda bazar,6.571428571,17.28571429,2.671428571,nan,nan
5924,chhattisgarh,garlic,whole year ,balrampur,193.7777778,458.3333333,2.365555556,nan,nan
5925,chhattisgarh,garlic,whole year ,bastar,4.857142857,17.61538462,3.134285714,nan,nan
5926,chhattisgarh,garlic,whole year ,bemetara,19.6,56.6,2.934,nan,nan
5927,chhattisgarh,garlic,whole year ,bilaspur,45.33333333,152.0,3.405555556,nan,nan
5928,chhattisgarh,garlic,whole year ,dantewada,1.0,3.0,3.0,nan,nan
5929,chhattisgarh,garlic,whole year ,dhamtari,3.428571429,9.071428571,2.809285714,nan,nan
5930,chhattisgarh,garlic,whole year ,durg,18.375,59.85714286,2.68,nan,nan
5931,chhattisgarh,garlic,whole year ,gariyaband,3.888888889,10.55555556,2.754444444,nan,nan
5932,chhattisgarh,garlic,whole year ,gaurella-pendra-marwahi,9.0,37.0,4.11,nan,nan
5933,chhattisgarh,garlic,whole year ,janjgir-champa,19.0,66.15,3.471,nan,nan
5934,chhattisgarh,garlic,whole year ,jashpur,131.6,379.0,2.887,nan,nan
5935,chhattisgarh,garlic,whole year ,kabirdham,11.0,20.0,1.815,nan,nan
5936,chhattisgarh,garlic,whole year ,kanker,11.57894737,32.0,2.832631579,nan,nan
5937,chhattisgarh,garlic,whole year ,kondagaon,3.222222222,9.888888889,2.946666667,nan,nan
5938,chhattisgarh,garlic,whole year ,korba,15.05,49.35,3.2885,nan,nan
5939,chhattisgarh,garlic,whole year ,korea,59.35,141.65,2.4,nan,nan
5940,chhattisgarh,garlic,whole year ,mahasamund,10.77777778,27.5,2.624444444,nan,nan
5941,chhattisgarh,garlic,whole year ,mungeli,1.0,4.25,4.25,nan,nan
5942,chhattisgarh,garlic,whole year ,raigarh,84.63157895,246.1052632,2.899473684,nan,nan
5943,chhattisgarh,garlic,whole year ,raipur,11.41666667,31.08333333,2.8425,nan,nan
5944,chhattisgarh,garlic,whole year ,rajnandgaon,10.0,29.05882353,2.932941176,nan,nan
5945,chhattisgarh,garlic,whole year ,sukma,1.0,3.0,3.0,nan,nan
5946,chhattisgarh,garlic,whole year ,surajpur,305.1111111,806.6666667,2.651111111,nan,nan
5947,chhattisgarh,garlic,whole year ,surguja,390.9,1016.6,2.6325,nan,nan
5948,chhattisgarh,ginger,whole year ,balod,1.0,1.0,1.0,nan,nan
5949,chhattisgarh,ginger,whole year ,baloda bazar,20.33333333,30.125,1.234444444,nan,nan
5950,chhattisgarh,ginger,whole year ,balrampur,273.5555556,298.2222222,1.091111111,nan,nan
5951,chhattisgarh,ginger,whole year ,bastar,87.6,106.1,1.2075,nan,nan
5952,chhattisgarh,ginger,whole year ,bemetara,54.66666667,59.33333333,1.091111111,nan,nan
5953,chhattisgarh,ginger,whole year ,bijapur,2.333333333,1.0,0.666666667,nan,nan
5954,chhattisgarh,ginger,whole year ,bilaspur,45.55,54.25,1.1815,nan,nan
5955,chhattisgarh,ginger,whole year ,dantewada,4.105263158,4.823529412,1.043684211,nan,nan
5956,chhattisgarh,ginger,whole year ,dhamtari,2.916666667,4.0,1.415833333,nan,nan
5957,chhattisgarh,ginger,whole year ,durg,19.5625,24.8,1.1225,nan,nan
5958,chhattisgarh,ginger,whole year ,gariyaband,2.5,3.0,1.4175,nan,nan
5959,chhattisgarh,ginger,whole year ,gaurella-pendra-marwahi,3.0,9.0,3.0,nan,nan
5960,chhattisgarh,ginger,whole year ,janjgir-champa,4.85,5.8,1.1805,nan,nan
5961,chhattisgarh,ginger,whole year ,jashpur,14.15,16.25,1.0845,nan,nan
5962,chhattisgarh,ginger,whole year ,kabirdham,4.5,5.25,1.135,nan,nan
5963,chhattisgarh,ginger,whole year ,kanker,17.75,19.6,1.16,nan,nan
5964,chhattisgarh,ginger,whole year ,kondagaon,49.33333333,57.11111111,1.156666667,nan,nan
5965,chhattisgarh,ginger,whole year ,korba,3.625,4.2,1.0525,nan,nan
5966,chhattisgarh,ginger,whole year ,korea,21.5,23.2,1.082,nan,nan
5967,chhattisgarh,ginger,whole year ,mahasamund,6.266666667,10.53333333,1.76,nan,nan
5968,chhattisgarh,ginger,whole year ,mungeli,53.0,132.0,0.63,nan,nan
5969,chhattisgarh,ginger,whole year ,narayanpur,2.6,2.5,0.911,nan,nan
5970,chhattisgarh,ginger,whole year ,raigarh,699.45,730.65,1.0915,nan,nan
5971,chhattisgarh,ginger,whole year ,raipur,16.35,21.21052632,1.18,nan,nan
5972,chhattisgarh,ginger,whole year ,rajnandgaon,10.7,12.25,1.139,nan,nan
5973,chhattisgarh,ginger,whole year ,sukma,1.75,1.75,1.0,nan,nan
5974,chhattisgarh,ginger,whole year ,surajpur,364.8888889,437.1111111,1.208888889,nan,nan
5975,chhattisgarh,ginger,whole year ,surguja,447.15,521.0,1.173,nan,nan
5976,chhattisgarh,gram,rabi       ,balod,8874.555556,9478.333333,1.042222222,nan,nan
5977,chhattisgarh,gram,rabi       ,baloda bazar,2674.777778,2843.444444,1.066666667,nan,nan
5978,chhattisgarh,gram,rabi       ,balrampur,1054.333333,910.0,0.881111111,nan,nan
5979,chhattisgarh,gram,rabi       ,bastar,563.3,486.1,0.8965,nan,nan
5980,chhattisgarh,gram,rabi       ,bemetara,93810.44444,88585.88889,0.966666667,nan,nan
5981,chhattisgarh,gram,rabi       ,bijapur,2.0,1.5,0.556666667,nan,nan
