,State,Crop,Season,District ,Area ,Production,Yield,Profit,Rainfall
33098,uttarakhand,maize,summer     ,haridwar,20.28571429,37.28571429,1.899285714,nan,nan
33099,uttarakhand,maize,summer     ,nainital,1.166666667,2.0,1.75,nan,nan
33100,uttarakhand,maize,summer     ,pithoragarh,54.0,87.0,1.61,nan,nan
33101,uttarakhand,maize,summer     ,udam singh nagar,75.07142857,127.5,1.896428571,nan,nan
33102,uttarakhand,masoor,rabi       ,almora,972.0,543.3333333,0.575714286,nan,nan
33103,uttarakhand,masoor,rabi       ,bageshwar,1239.47619,762.5238095,0.605238095,nan,nan
33104,uttarakhand,masoor,rabi       ,chamoli,64.19047619,41.28571429,0.616190476,nan,nan
33105,uttarakhand,masoor,rabi       ,champawat,825.4761905,557.7142857,0.715714286,nan,nan
33106,uttarakhand,masoor,rabi       ,dehradun,475.1428571,321.3333333,0.692857143,nan,nan
33107,uttarakhand,masoor,rabi       ,haridwar,724.3809524,431.2857143,0.638571429,nan,nan
33108,uttarakhand,masoor,rabi       ,nainital,395.8095238,271.9047619,0.7,nan,nan
33109,uttarakhand,masoor,rabi       ,pauri garhwal,764.5238095,425.4285714,0.568571429,nan,nan
33110,uttarakhand,masoor,rabi       ,pithoragarh,3993.142857,2772.380952,0.698571429,nan,nan
33111,uttarakhand,masoor,rabi       ,rudra prayag,34.0952381,20.76190476,0.604761905,nan,nan
33112,uttarakhand,masoor,rabi       ,tehri garhwal,959.3333333,588.6190476,0.623333333,nan,nan
33113,uttarakhand,masoor,rabi       ,udam singh nagar,581.7619048,388.952381,0.748571429,nan,nan
33114,uttarakhand,masoor,rabi       ,uttar kashi,292.3333333,179.4761905,0.628571429,nan,nan
33115,uttarakhand,moong(green gram),kharif     ,champawat,1.5,0.5,0.25,nan,nan
33116,uttarakhand,moong(green gram),kharif     ,dehradun,4.666666667,2.454545455,0.515833333,nan,nan
33117,uttarakhand,moong(green gram),kharif     ,haridwar,1.75,1.0,0.5825,nan,nan
33118,uttarakhand,moong(green gram),kharif     ,nainital,5.333333333,3.2,0.526666667,nan,nan
33119,uttarakhand,moong(green gram),kharif     ,udam singh nagar,24.57142857,11.0,0.590714286,nan,nan
33120,uttarakhand,moong(green gram),rabi       ,haridwar,23.16666667,6.833333333,0.48,nan,nan
33121,uttarakhand,moong(green gram),rabi       ,nainital,4.0,1.5,0.415,nan,nan
33122,uttarakhand,moong(green gram),rabi       ,udam singh nagar,20.66666667,7.166666667,0.415,nan,nan
33123,uttarakhand,moong(green gram),summer     ,champawat,1.0,1.0,0.75,nan,nan
33124,uttarakhand,moong(green gram),summer     ,dehradun,1.0,1.0,1.0,nan,nan
33125,uttarakhand,moong(green gram),summer     ,haridwar,5.111111111,2.333333333,0.692222222,nan,nan
33126,uttarakhand,moong(green gram),summer     ,udam singh nagar,2662.0,1540.384615,0.532307692,nan,nan
33127,uttarakhand,moth,kharif     ,champawat,4.0,1.0,0.25,nan,nan
33128,uttarakhand,moth,kharif     ,dehradun,34.0,12.0,0.471111111,nan,nan
33129,uttarakhand,moth,kharif     ,nainital,17.4,7.5,0.456,nan,nan
33130,uttarakhand,moth,kharif     ,udam singh nagar,1.0,nan,0.0,nan,nan
33131,uttarakhand,moth,rabi       ,almora,498.0,209.0,0.42,nan,nan
33132,uttarakhand,moth,rabi       ,bageshwar,277.0,60.0,0.22,nan,nan
33133,uttarakhand,moth,rabi       ,chamoli,640.0,611.0,0.95,nan,nan
33134,uttarakhand,moth,rabi       ,champawat,676.0,456.0,0.67,nan,nan
33135,uttarakhand,moth,rabi       ,dehradun,843.0,732.0,0.87,nan,nan
33136,uttarakhand,moth,rabi       ,haridwar,1377.0,1084.0,0.79,nan,nan
33137,uttarakhand,moth,rabi       ,nainital,244.0,257.0,1.05,nan,nan
33138,uttarakhand,moth,rabi       ,pauri garhwal,1784.0,935.0,0.52,nan,nan
33139,uttarakhand,moth,rabi       ,pithoragarh,483.0,298.0,0.62,nan,nan
33140,uttarakhand,moth,rabi       ,rudra prayag,329.0,167.0,0.51,nan,nan
33141,uttarakhand,moth,rabi       ,tehri garhwal,985.0,663.0,0.67,nan,nan
33142,uttarakhand,moth,rabi       ,udam singh nagar,6876.0,9458.0,1.38,nan,nan
33143,uttarakhand,moth,rabi       ,uttar kashi,846.0,590.0,0.7,nan,nan
33144,uttarakhand,onion,rabi       ,udam singh nagar,8497.0,87690.0,10.32,nan,nan
33145,uttarakhand,onion,summer     ,udam singh nagar,11216.0,125394.0,11.18,nan,nan
33146,uttarakhand,onion,whole year ,almora,443.952381,3338.714286,6.834285714,nan,nan
33147,uttarakhand,onion,whole year ,bageshwar,132.5238095,951.5238095,6.883333333,nan,nan
33148,uttarakhand,onion,whole year ,chamoli,71.23809524,663.4761905,9.223809524,nan,nan
33149,uttarakhand,onion,whole year ,champawat,227.2857143,2618.0,10.83714286,nan,nan
33150,uttarakhand,onion,whole year ,dehradun,48.0,457.3809524,9.096190476,nan,nan
33151,uttarakhand,onion,whole year ,haridwar,5.894736842,60.89473684,10.38473684,nan,nan
33152,uttarakhand,onion,whole year ,nainital,318.047619,2940.809524,8.828571429,nan,nan
33153,uttarakhand,onion,whole year ,pauri garhwal,626.7619048,5876.142857,8.34,nan,nan
33154,uttarakhand,onion,whole year ,pithoragarh,382.1428571,2900.428571,7.219047619,nan,nan
33155,uttarakhand,onion,whole year ,rudra prayag,19.95238095,149.6666667,8.116190476,nan,nan
33156,uttarakhand,onion,whole year ,tehri garhwal,128.0952381,1158.0,8.533333333,nan,nan
33157,uttarakhand,onion,whole year ,udam singh nagar,33.375,366.0625,9.91625,nan,nan
33158,uttarakhand,onion,whole year ,uttar kashi,39.80952381,346.0952381,8.754761905,nan,nan
33159,uttarakhand,other  rabi pulses,rabi       ,almora,1.0,1.0,0.5,nan,nan
33160,uttarakhand,other  rabi pulses,rabi       ,bageshwar,37.4,30.75,0.504,nan,nan
33161,uttarakhand,other  rabi pulses,rabi       ,chamoli,6.75,5.5,0.22,nan,nan
33162,uttarakhand,other  rabi pulses,rabi       ,champawat,6.4,3.666666667,0.508,nan,nan
33163,uttarakhand,other  rabi pulses,rabi       ,dehradun,12.33333333,7.5,0.632777778,nan,nan
33164,uttarakhand,other  rabi pulses,rabi       ,haridwar,39.53333333,18.14285714,0.706,nan,nan
33165,uttarakhand,other  rabi pulses,rabi       ,nainital,5.6,3.2,0.718,nan,nan
33166,uttarakhand,other  rabi pulses,rabi       ,pauri garhwal,7.6,5.666666667,0.304,nan,nan
33167,uttarakhand,other  rabi pulses,rabi       ,pithoragarh,45.2,27.0,0.545,nan,nan
33168,uttarakhand,other  rabi pulses,rabi       ,rudra prayag,8.0,3.0,0.38,nan,nan
33169,uttarakhand,other  rabi pulses,rabi       ,tehri garhwal,6.2,2.75,0.35,nan,nan
33170,uttarakhand,other  rabi pulses,rabi       ,udam singh nagar,12.66666667,6.4,0.671333333,nan,nan
33171,uttarakhand,other  rabi pulses,rabi       ,uttar kashi,4.2,2.555555556,0.605,nan,nan
33172,uttarakhand,other cereals,kharif     ,almora,8521.454545,9228.0,0.781818182,nan,nan
33173,uttarakhand,other cereals,kharif     ,bageshwar,430.7647059,335.8823529,0.645294118,nan,nan
33174,uttarakhand,other cereals,kharif     ,chamoli,2416.588235,1999.647059,0.659411765,nan,nan
33175,uttarakhand,other cereals,kharif     ,champawat,1138.272727,939.4545455,0.750909091,nan,nan
33176,uttarakhand,other cereals,kharif     ,dehradun,701.3125,555.625,0.63625,nan,nan
33177,uttarakhand,other cereals,kharif     ,nainital,410.2222222,510.6666667,0.966666667,nan,nan
33178,uttarakhand,other cereals,kharif     ,pauri garhwal,7973.5,8914.071429,0.760714286,nan,nan
33179,uttarakhand,other cereals,kharif     ,pithoragarh,1541.235294,1000.470588,0.606470588,nan,nan
33180,uttarakhand,other cereals,kharif     ,rudra prayag,1922.111111,2454.555556,0.986666667,nan,nan
33181,uttarakhand,other cereals,kharif     ,tehri garhwal,10382.54545,13885.36364,0.874545455,nan,nan
33182,uttarakhand,other cereals,kharif     ,udam singh nagar,2.0,1.0,0.5,nan,nan
33183,uttarakhand,other cereals,kharif     ,uttar kashi,2121.764706,1945.823529,0.681176471,nan,nan
33184,uttarakhand,other cereals,rabi       ,almora,196.3636364,161.3636364,0.866363636,nan,nan
33185,uttarakhand,other cereals,rabi       ,bageshwar,39.25,41.25,1.18,nan,nan
33186,uttarakhand,other cereals,rabi       ,chamoli,37.07142857,33.57142857,0.998571429,nan,nan
33187,uttarakhand,other cereals,rabi       ,champawat,148.8333333,156.1111111,1.024444444,nan,nan
33188,uttarakhand,other cereals,rabi       ,dehradun,1.0,1.0,1.0,nan,nan
33189,uttarakhand,other cereals,rabi       ,haridwar,1.0,3.0,3.0,nan,nan
33190,uttarakhand,other cereals,rabi       ,nainital,2.75,4.25,1.3325,nan,nan
33191,uttarakhand,other cereals,rabi       ,pauri garhwal,155.5263158,129.2105263,0.844736842,nan,nan
33192,uttarakhand,other cereals,rabi       ,pithoragarh,177.0,173.0,0.928421053,nan,nan
33193,uttarakhand,other cereals,rabi       ,rudra prayag,13.55555556,13.375,0.878888889,nan,nan
33194,uttarakhand,other cereals,rabi       ,tehri garhwal,48.76470588,49.5625,0.872941176,nan,nan
33195,uttarakhand,other cereals,rabi       ,udam singh nagar,3.333333333,4.666666667,1.166666667,nan,nan
33196,uttarakhand,other cereals,rabi       ,uttar kashi,2.666666667,3.0,1.066666667,nan,nan
33197,uttarakhand,other kharif pulses,kharif     ,almora,1688.285714,1496.857143,0.872857143,nan,nan
33198,uttarakhand,other kharif pulses,kharif     ,bageshwar,921.3333333,760.3333333,0.80952381,nan,nan
33199,uttarakhand,other kharif pulses,kharif     ,chamoli,1066.904762,957.952381,0.880952381,nan,nan
33200,uttarakhand,other kharif pulses,kharif     ,champawat,1102.666667,867.8095238,0.872380952,nan,nan
33201,uttarakhand,other kharif pulses,kharif     ,dehradun,1175.619048,995.4761905,0.84047619,nan,nan
33202,uttarakhand,other kharif pulses,kharif     ,haridwar,3.8,2.2,0.76,nan,nan
33203,uttarakhand,other kharif pulses,kharif     ,nainital,577.5238095,447.047619,0.766190476,nan,nan
33204,uttarakhand,other kharif pulses,kharif     ,pauri garhwal,549.3333333,392.6190476,0.742857143,nan,nan
33205,uttarakhand,other kharif pulses,kharif     ,pithoragarh,2041.285714,1781.714286,0.852380952,nan,nan
33206,uttarakhand,other kharif pulses,kharif     ,rudra prayag,135.1904762,102.4285714,0.763333333,nan,nan
33207,uttarakhand,other kharif pulses,kharif     ,tehri garhwal,1274.761905,927.4761905,0.70952381,nan,nan
33208,uttarakhand,other kharif pulses,kharif     ,udam singh nagar,5.75,8.857142857,2.1,nan,nan
33209,uttarakhand,other kharif pulses,kharif     ,uttar kashi,1780.142857,1519.666667,0.835238095,nan,nan
33210,uttarakhand,other summer pulses,summer     ,haridwar,12.0,7.0,0.58,nan,nan
33211,uttarakhand,other summer pulses,summer     ,udam singh nagar,3.0,2.0,0.67,nan,nan
33212,uttarakhand,peas & beans (pulses),rabi       ,almora,57.33333333,31.61904762,0.540952381,nan,nan
33213,uttarakhand,peas & beans (pulses),rabi       ,bageshwar,11.75,7.684210526,0.6425,nan,nan
33214,uttarakhand,peas & beans (pulses),rabi       ,chamoli,39.14285714,27.76190476,0.671428571,nan,nan
33215,uttarakhand,peas & beans (pulses),rabi       ,champawat,46.66666667,32.76190476,0.722380952,nan,nan
33216,uttarakhand,peas & beans (pulses),rabi       ,dehradun,354.6666667,245.047619,0.683333333,nan,nan
33217,uttarakhand,peas & beans (pulses),rabi       ,haridwar,67.42857143,52.61904762,0.796666667,nan,nan
33218,uttarakhand,peas & beans (pulses),rabi       ,nainital,171.2380952,134.2857143,0.76952381,nan,nan
33219,uttarakhand,peas & beans (pulses),rabi       ,pauri garhwal,32.94736842,21.47368421,0.634210526,nan,nan
33220,uttarakhand,peas & beans (pulses),rabi       ,pithoragarh,104.8571429,60.0952381,0.575238095,nan,nan
33221,uttarakhand,peas & beans (pulses),rabi       ,rudra prayag,11.05,7.3,0.696,nan,nan
33222,uttarakhand,peas & beans (pulses),rabi       ,tehri garhwal,149.7619048,81.85714286,0.542380952,nan,nan
33223,uttarakhand,peas & beans (pulses),rabi       ,udam singh nagar,3182.142857,3250.809524,0.983333333,nan,nan
33224,uttarakhand,peas & beans (pulses),rabi       ,uttar kashi,592.9047619,369.5238095,0.62,nan,nan
33225,uttarakhand,potato,kharif     ,almora,297.7222222,3144.388889,10.83611111,nan,nan
33226,uttarakhand,potato,kharif     ,bageshwar,141.5882353,1528.470588,10.14705882,nan,nan
33227,uttarakhand,potato,kharif     ,chamoli,1938.666667,21450.11111,11.065,nan,nan
33228,uttarakhand,potato,kharif     ,champawat,112.6666667,1184.0,10.25888889,nan,nan
33229,uttarakhand,potato,kharif     ,dehradun,160.0588235,2400.352941,14.50941176,nan,nan
33230,uttarakhand,potato,kharif     ,haridwar,5.5,79.75,12.75,nan,nan
33231,uttarakhand,potato,kharif     ,nainital,1312.333333,14738.27778,11.16,nan,nan
33232,uttarakhand,potato,kharif     ,pauri garhwal,134.5,1500.444444,11.11777778,nan,nan
33233,uttarakhand,potato,kharif     ,pithoragarh,563.9375,6899.8125,11.78625,nan,nan
33234,uttarakhand,potato,kharif     ,rudra prayag,143.2777778,1550.944444,10.29666667,nan,nan
33235,uttarakhand,potato,kharif     ,tehri garhwal,611.8888889,8081.5,12.94666667,nan,nan
33236,uttarakhand,potato,kharif     ,uttar kashi,2374.111111,26187.83333,10.95277778,nan,nan
33237,uttarakhand,potato,rabi       ,almora,680.3888889,7460.277778,10.58055556,nan,nan
33238,uttarakhand,potato,rabi       ,bageshwar,157.6111111,1870.444444,9.89,nan,nan
33239,uttarakhand,potato,rabi       ,chamoli,26.72222222,269.6666667,10.70555556,nan,nan
33240,uttarakhand,potato,rabi       ,champawat,312.3888889,4016.833333,11.93388889,nan,nan
33241,uttarakhand,potato,rabi       ,dehradun,756.8333333,12536.77778,16.235,nan,nan
33242,uttarakhand,potato,rabi       ,haridwar,210.5,3942.833333,18.63111111,nan,nan
33243,uttarakhand,potato,rabi       ,nainital,1238.111111,15673.0,13.13722222,nan,nan
33244,uttarakhand,potato,rabi       ,pauri garhwal,464.1111111,5239.944444,11.385,nan,nan
33245,uttarakhand,potato,rabi       ,pithoragarh,523.2222222,5650.444444,11.11055556,nan,nan
33246,uttarakhand,potato,rabi       ,rudra prayag,48.22222222,507.8888889,10.09611111,nan,nan
33247,uttarakhand,potato,rabi       ,tehri garhwal,473.1666667,6120.888889,12.08111111,nan,nan
33248,uttarakhand,potato,rabi       ,udam singh nagar,578.1111111,9560.666667,16.38444444,nan,nan
33249,uttarakhand,potato,rabi       ,uttar kashi,280.7777778,2594.611111,9.133333333,nan,nan
33250,uttarakhand,potato,whole year ,almora,960.6666667,12941.0,13.43333333,nan,nan
33251,uttarakhand,potato,whole year ,bageshwar,416.3333333,5082.333333,12.23333333,nan,nan
33252,uttarakhand,potato,whole year ,chamoli,2143.666667,34376.66667,16.33333333,nan,nan
33253,uttarakhand,potato,whole year ,champawat,735.3333333,10981.33333,14.76666667,nan,nan
33254,uttarakhand,potato,whole year ,dehradun,1144.666667,17531.66667,15.08666667,nan,nan
33255,uttarakhand,potato,whole year ,haridwar,421.0,7455.0,17.66666667,nan,nan
33256,uttarakhand,potato,whole year ,nainital,2893.666667,41749.33333,14.36666667,nan,nan
33257,uttarakhand,potato,whole year ,pauri garhwal,661.6666667,9731.0,14.66666667,nan,nan
33258,uttarakhand,potato,whole year ,pithoragarh,534.3333333,6302.666667,12.0,nan,nan
33259,uttarakhand,potato,whole year ,rudra prayag,181.3333333,2532.333333,13.76666667,nan,nan
33260,uttarakhand,potato,whole year ,tehri garhwal,1401.333333,17430.0,12.36666667,nan,nan
33261,uttarakhand,potato,whole year ,udam singh nagar,985.3333333,17768.33333,18.0,nan,nan
33262,uttarakhand,potato,whole year ,uttar kashi,2818.666667,44823.0,15.6,nan,nan
33263,uttarakhand,ragi,kharif     ,almora,32904.52381,37540.66667,1.142857143,nan,nan
33264,uttarakhand,ragi,kharif     ,bageshwar,5872.142857,7917.619048,1.350952381,nan,nan
33265,uttarakhand,ragi,kharif     ,chamoli,9625.333333,14255.7619,1.478095238,nan,nan
33266,uttarakhand,ragi,kharif     ,champawat,5594.095238,8221.809524,1.494761905,nan,nan
33267,uttarakhand,ragi,kharif     ,dehradun,1791.904762,2714.095238,1.564285714,nan,nan
33268,uttarakhand,ragi,kharif     ,nainital,2931.333333,4244.857143,1.453333333,nan,nan
33269,uttarakhand,ragi,kharif     ,pauri garhwal,22896.7619,28407.14286,1.255238095,nan,nan
33270,uttarakhand,ragi,kharif     ,pithoragarh,7821.619048,11559.7619,1.486190476,nan,nan
33271,uttarakhand,ragi,kharif     ,rudra prayag,6482.952381,9484.0,1.464761905,nan,nan
33272,uttarakhand,ragi,kharif     ,tehri garhwal,12883.57143,18534.95238,1.452380952,nan,nan
33273,uttarakhand,ragi,kharif     ,udam singh nagar,26.0,37.5,1.23,nan,nan
33274,uttarakhand,ragi,kharif     ,uttar kashi,5552.095238,9038.761905,1.632380952,nan,nan
33275,uttarakhand,rapeseed &mustard,rabi       ,almora,657.2857143,406.9047619,0.548571429,nan,nan
33276,uttarakhand,rapeseed &mustard,rabi       ,bageshwar,116.9047619,45.9047619,0.422380952,nan,nan
33277,uttarakhand,rapeseed &mustard,rabi       ,chamoli,520.0,282.6190476,0.538571429,nan,nan
33278,uttarakhand,rapeseed &mustard,rabi       ,champawat,578.5714286,417.7619048,0.700952381,nan,nan
33279,uttarakhand,rapeseed &mustard,rabi       ,dehradun,670.1904762,491.6666667,0.71952381,nan,nan
33280,uttarakhand,rapeseed &mustard,rabi       ,haridwar,882.4761905,745.5238095,0.823333333,nan,nan
33281,uttarakhand,rapeseed &mustard,rabi       ,nainital,592.4285714,508.3809524,0.931904762,nan,nan
33282,uttarakhand,rapeseed &mustard,rabi       ,pauri garhwal,999.2857143,555.7142857,0.525714286,nan,nan
33283,uttarakhand,rapeseed &mustard,rabi       ,pithoragarh,615.8095238,393.7619048,0.592380952,nan,nan
33284,uttarakhand,rapeseed &mustard,rabi       ,rudra prayag,292.1904762,146.2380952,0.477142857,nan,nan
33285,uttarakhand,rapeseed &mustard,rabi       ,tehri garhwal,942.5238095,471.1904762,0.510952381,nan,nan
33286,uttarakhand,rapeseed &mustard,rabi       ,udam singh nagar,5144.714286,4949.047619,0.99047619,nan,nan
33287,uttarakhand,rapeseed &mustard,rabi       ,uttar kashi,988.7142857,498.5714286,0.503809524,nan,nan
33288,uttarakhand,rice,kharif     ,almora,18628.38095,20273.14286,1.103333333,nan,nan
33289,uttarakhand,rice,kharif     ,bageshwar,13608.38095,19000.2381,1.39952381,nan,nan
33290,uttarakhand,rice,kharif     ,chamoli,11786.42857,15442.14286,1.313333333,nan,nan
33291,uttarakhand,rice,kharif     ,champawat,7553.619048,9648.809524,1.312380952,nan,nan
33292,uttarakhand,rice,kharif     ,dehradun,11076.90476,23087.85714,2.11047619,nan,nan
33293,uttarakhand,rice,kharif     ,haridwar,16011.38095,34126.28571,2.139047619,nan,nan
33294,uttarakhand,rice,kharif     ,nainital,12305.61905,33527.19048,2.742857143,nan,nan
33295,uttarakhand,rice,kharif     ,pauri garhwal,16839.38095,19013.61905,1.188571429,nan,nan
33296,uttarakhand,rice,kharif     ,pithoragarh,21089.61905,27152.61905,1.289047619,nan,nan
33297,uttarakhand,rice,kharif     ,rudra prayag,8923.428571,12342.52381,1.380952381,nan,nan
33298,uttarakhand,rice,kharif     ,tehri garhwal,11988.33333,19153.04762,1.607619048,nan,nan
33299,uttarakhand,rice,kharif     ,udam singh nagar,101965.2381,310334.381,3.037619048,nan,nan
33300,uttarakhand,rice,kharif     ,uttar kashi,10299.57143,16705.0,1.62047619,nan,nan
33301,uttarakhand,rice,rabi       ,champawat,6.5,4.0,0.665,nan,nan
33302,uttarakhand,rice,rabi       ,haridwar,9.0,21.0,2.19,nan,nan
33303,uttarakhand,rice,rabi       ,nainital,91.33333333,273.0,2.956666667,nan,nan
33304,uttarakhand,rice,rabi       ,udam singh nagar,8218.166667,25401.5,3.073333333,nan,nan
33305,uttarakhand,rice,summer     ,haridwar,10.36363636,34.81818182,3.421818182,nan,nan
33306,uttarakhand,rice,summer     ,nainital,148.6666667,501.0666667,3.367333333,nan,nan
33307,uttarakhand,rice,summer     ,udam singh nagar,12504.73333,43342.33333,3.488,nan,nan
33308,uttarakhand,sannhamp,whole year ,udam singh nagar,4007.0,1262.0,0.31,nan,nan
33309,uttarakhand,sesamum,kharif     ,almora,161.7619048,37.38095238,0.225714286,nan,nan
33310,uttarakhand,sesamum,kharif     ,bageshwar,9.052631579,2.277777778,0.252631579,nan,nan
33311,uttarakhand,sesamum,kharif     ,chamoli,23.0,4.142857143,0.184285714,nan,nan
33312,uttarakhand,sesamum,kharif     ,champawat,38.04761905,7.428571429,0.18952381,nan,nan
33313,uttarakhand,sesamum,kharif     ,dehradun,172.6666667,37.0,0.228095238,nan,nan
33314,uttarakhand,sesamum,kharif     ,haridwar,274.4285714,67.23809524,0.247142857,nan,nan
33315,uttarakhand,sesamum,kharif     ,nainital,17.76190476,3.380952381,0.182857143,nan,nan
33316,uttarakhand,sesamum,kharif     ,pauri garhwal,66.0,13.38095238,0.213333333,nan,nan
33317,uttarakhand,sesamum,kharif     ,pithoragarh,55.14285714,12.52380952,0.237142857,nan,nan
33318,uttarakhand,sesamum,kharif     ,rudra prayag,16.61904762,3.95,0.236666667,nan,nan
33319,uttarakhand,sesamum,kharif     ,tehri garhwal,430.5714286,93.33333333,0.216666667,nan,nan
33320,uttarakhand,sesamum,kharif     ,udam singh nagar,5.428571429,1.5,0.349285714,nan,nan
33321,uttarakhand,sesamum,kharif     ,uttar kashi,698.8095238,175.6666667,0.253333333,nan,nan
33322,uttarakhand,small millets,kharif     ,almora,13639.33333,15594.13333,1.146666667,nan,nan
33323,uttarakhand,small millets,kharif     ,bageshwar,979.6,955.3333333,1.006666667,nan,nan
33324,uttarakhand,small millets,kharif     ,chamoli,5077.066667,5716.066667,1.124,nan,nan
33325,uttarakhand,small millets,kharif     ,champawat,893.4666667,1255.8,1.417333333,nan,nan
33326,uttarakhand,small millets,kharif     ,dehradun,1287.8,1166.866667,0.976,nan,nan
33327,uttarakhand,small millets,kharif     ,nainital,468.5333333,610.6666667,1.318,nan,nan
33328,uttarakhand,small millets,kharif     ,pauri garhwal,14518.53333,17095.8,1.202666667,nan,nan
33329,uttarakhand,small millets,kharif     ,pithoragarh,1161.4,1522.6,1.328,nan,nan
33330,uttarakhand,small millets,kharif     ,rudra prayag,2989.133333,4157.266667,1.391333333,nan,nan
33331,uttarakhand,small millets,kharif     ,tehri garhwal,16215.53333,21550.73333,1.349333333,nan,nan
33332,uttarakhand,small millets,kharif     ,uttar kashi,4276.2,4676.933333,1.130666667,nan,nan
33333,uttarakhand,small millets,rabi       ,dehradun,1.0,1.0,1.0,nan,nan
33334,uttarakhand,small millets,rabi       ,nainital,1.5,2.0,1.25,nan,nan
33335,uttarakhand,soyabean,kharif     ,almora,376.7142857,403.5238095,1.061428571,nan,nan
33336,uttarakhand,soyabean,kharif     ,bageshwar,67.94736842,70.47368421,1.112105263,nan,nan
33337,uttarakhand,soyabean,kharif     ,chamoli,423.0952381,417.9047619,0.96,nan,nan
33338,uttarakhand,soyabean,kharif     ,champawat,701.0555556,678.3333333,1.007777778,nan,nan
33339,uttarakhand,soyabean,kharif     ,dehradun,14.45,12.25,0.873,nan,nan
33340,uttarakhand,soyabean,kharif     ,haridwar,2.75,2.25,0.9,nan,nan
33341,uttarakhand,soyabean,kharif     ,nainital,5790.904762,8254.52381,1.413333333,nan,nan
33342,uttarakhand,soyabean,kharif     ,pauri garhwal,334.0,216.8571429,0.671428571,nan,nan
33343,uttarakhand,soyabean,kharif     ,pithoragarh,1009.857143,1233.142857,1.238095238,nan,nan
33344,uttarakhand,soyabean,kharif     ,rudra prayag,70.14285714,56.66666667,0.841428571,nan,nan
33345,uttarakhand,soyabean,kharif     ,tehri garhwal,618.2380952,518.2857143,0.837142857,nan,nan
33346,uttarakhand,soyabean,kharif     ,udam singh nagar,422.0,510.6666667,1.241904762,nan,nan
33347,uttarakhand,soyabean,kharif     ,uttar kashi,186.4761905,170.4761905,0.95047619,nan,nan
33348,uttarakhand,sugarcane,whole year ,chamoli,6484.5,356647.5,55.0,nan,nan
33349,uttarakhand,sugarcane,whole year ,champawat,7.941176471,498.4117647,64.27705882,nan,nan
33350,uttarakhand,sugarcane,whole year ,dehradun,10531.90476,633511.9524,63.32571429,nan,nan
33351,uttarakhand,sugarcane,whole year ,haridwar,70763.0,4465203.0,63.09473684,nan,nan
33352,uttarakhand,sugarcane,whole year ,nainital,4304.428571,266374.2857,63.13809524,nan,nan
33353,uttarakhand,sugarcane,whole year ,pauri garhwal,9.5,583.5,61.475,nan,nan
33354,uttarakhand,sugarcane,whole year ,udam singh nagar,25679.57143,1580802.667,63.13809524,nan,nan
33355,uttarakhand,sugarcane,whole year ,uttar kashi,1.0,62.0,62.0,nan,nan
33356,uttarakhand,sunflower,kharif     ,almora,7.0,6.25,0.855,nan,nan
33357,uttarakhand,sunflower,kharif     ,bageshwar,58.0,35.0,0.6,nan,nan
33358,uttarakhand,sunflower,kharif     ,chamoli,4.0,4.0,1.0,nan,nan
33359,uttarakhand,sunflower,kharif     ,dehradun,6.363636364,4.818181818,0.82,nan,nan
33360,uttarakhand,sunflower,kharif     ,haridwar,10.0,12.66666667,0.6675,nan,nan
33361,uttarakhand,sunflower,kharif     ,nainital,9.2,8.6,0.91,nan,nan
33362,uttarakhand,sunflower,kharif     ,pauri garhwal,11.6,8.6,0.732,nan,nan
33363,uttarakhand,sunflower,kharif     ,pithoragarh,85.5,84.0,0.785,nan,nan
33364,uttarakhand,sunflower,kharif     ,tehri garhwal,1.0,1.0,1.0,nan,nan
33365,uttarakhand,sunflower,kharif     ,udam singh nagar,69.69230769,78.0,1.088461538,nan,nan
33366,uttarakhand,sunflower,kharif     ,uttar kashi,9.8,9.0,0.698,nan,nan
33367,uttarakhand,sunflower,summer     ,haridwar,2.0,2.0,1.0,nan,nan
33368,uttarakhand,sunflower,summer     ,udam singh nagar,2.0,1.5,0.835,nan,nan
33369,uttarakhand,sunflower,whole year ,dehradun,1.0,1.0,1.0,nan,nan
33370,uttarakhand,sunflower,whole year ,pauri garhwal,17.0,16.0,0.94,nan,nan
33371,uttarakhand,sunflower,whole year ,udam singh nagar,19.0,23.0,1.21,nan,nan
33372,uttarakhand,sunflower,whole year ,uttar kashi,3.0,3.0,1.0,nan,nan
33373,uttarakhand,tobacco,whole year ,almora,1.0,nan,0.0,nan,nan
33374,uttarakhand,tobacco,whole year ,bageshwar,4.0,12.0,3.0,nan,nan
33375,uttarakhand,tobacco,whole year ,chamoli,1.0,3.0,3.0,nan,nan
33376,uttarakhand,tobacco,whole year ,champawat,10.0,83.0,4.632857143,nan,nan
33377,uttarakhand,tobacco,whole year ,dehradun,11.71428571,72.28571429,4.578571429,nan,nan
33378,uttarakhand,tobacco,whole year ,haridwar,9.705882353,38.29411765,3.064117647,nan,nan
33379,uttarakhand,tobacco,whole year ,nainital,4.0,12.0,3.0,nan,nan
33380,uttarakhand,tobacco,whole year ,pauri garhwal,1.0,3.0,3.0,nan,nan
33381,uttarakhand,tobacco,whole year ,pithoragarh,4.125,21.75,4.84875,nan,nan
33382,uttarakhand,tobacco,whole year ,tehri garhwal,3.833333333,22.83333333,5.493333333,nan,nan
33383,uttarakhand,tobacco,whole year ,udam singh nagar,700.0,2621.0,3.74,nan,nan
